"","experiment","Female","Male","Female.species","Male.species","Species.cross","Date","Narration.ID","Experiment.ended.early..T.F.","Reason.early.end","Notes","Mesh.design","Two.Cameras..T.F.","Female.left.overnight","Backed.up.on.University.server","X","lag.period.duration","number.of.attacks","number.of.recoils","number.of.flees","number.of.courtships","total.courtship.duration","mean.courtship.length","number.of.mounts","total.mount.duration","mean.mount.length","copulation","copulation.pedipalps.used","duration.of.left.copulation","duration.of.right.copulation","attempted.copulation","attempt.pedipalps.used","pre.copulatory.kill","post.copulatory.kill","cannibalism","duration.of.trial","trial.cut.short","latency.to.attack","latency.to.mount","latency.to.touch","latency.to.copulate","uneventful","complete","malematedbefore","femalematedbefore"
"66","Attempt 68 J163 x H37","J163","H37","Dolomedes minor","Dolomedes minor","minor x minor",2021-07-20,"3",FALSE,"Na","","Top mesh",FALSE,"T",TRUE,70,6338.081,1,0,3,6,7106.873,1184.47883333333,10,3738.2,373.82,FALSE,NA,NA,NA,TRUE,"right",FALSE,FALSE,FALSE,14568.48,FALSE,9213.331,6920.846,6588.766,NA,FALSE,TRUE,FALSE,FALSE
"131","Set #09 Non-focal J202 x Focal H67","J202","H67","Dolomedes minor","Dolomedes minor","minor x minor",2021-07-20,"4",FALSE,"Na","","Top mesh",FALSE,"T",FALSE,136,NA,0,0,0,0,0,0,0,0,0,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,14586.72,FALSE,NA,NA,NA,NA,TRUE,TRUE,TRUE,FALSE
"140","Set #11 Focal H30 x Non-focal G38","H30","G38","Dolomedes minor","Dolomedes minor","minor x minor",2021-07-20,"1",FALSE,"Na","","Top mesh",FALSE,"T",TRUE,145,6169.326,0,0,4,4,8153.179,2038.29475,20,2894.211,144.71055,FALSE,NA,NA,NA,TRUE,"right",FALSE,FALSE,FALSE,14557.92,FALSE,NA,9761.024,8957.424,NA,FALSE,TRUE,TRUE,TRUE
"144","Set #11 Non-focal H43 x Focal H71","H43","H71","Dolomedes minor","Dolomedes minor","minor x minor",2021-07-20,"2",FALSE,"Na","","Top mesh",FALSE,"T",FALSE,149,NA,0,0,0,0,0,0,0,0,0,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,14535.36,FALSE,NA,NA,NA,NA,TRUE,TRUE,TRUE,FALSE
"67","Attempt 69 H50 x J210","H50","J210","Dolomedes minor","Dolomedes minor","minor x minor",2021-07-21,"1",FALSE,"Na","","Top mesh",FALSE,"T",TRUE,71,3575.655,0,0,5,6,10628.194,1771.36566666667,9,8872.128,985.792,FALSE,NA,NA,NA,TRUE,"both",FALSE,FALSE,FALSE,14498.4,FALSE,NA,4426.22,4235.773,NA,FALSE,TRUE,FALSE,FALSE
"68","Attempt 70 H22 x J215","H22","J215","Dolomedes minor","Dolomedes minor","minor x minor",2021-07-21,"2",FALSE,"Na","","Top mesh",FALSE,"T",FALSE,72,NA,0,0,0,0,0,0,0,0,0,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,14435.04,FALSE,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE
"69","Attempt 71 J186 x H73","J186","H73","Dolomedes minor","Dolomedes minor","minor x minor",2021-07-21,"3",FALSE,"Na","","Top mesh",FALSE,"T",TRUE,73,12658.645,3,0,3,3,906.804,302.268,0,0,0,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,14433.6,FALSE,8527.605,NA,12668.655,NA,FALSE,TRUE,FALSE,FALSE
"150","Set #12 Focals J124 x G42","J124","G42","Dolomedes minor","Dolomedes minor","minor x minor",2021-07-21,"4",FALSE,"Na","","Top mesh",FALSE,"T",TRUE,155,2823.953,2,0,6,5,10085.332,2017.0664,3,2146.366,715.455333333333,TRUE,"right",NA,2.42000000000007,TRUE,"left",FALSE,FALSE,FALSE,14429.28,FALSE,4616.146,3542.106,3311.118,4613.496,FALSE,TRUE,FALSE,FALSE
"70","Attempt 72 H23 x H38","H23","H38","Dolomedes minor","Dolomedes minor","minor x minor",2021-07-22,"2",FALSE,"Na","","Top mesh",FALSE,"T",TRUE,74,5911.846,0,0,0,2,8519.65,4259.825,16,5511.773,344.4858125,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,14619.36,FALSE,NA,7582.079,7217.939,NA,FALSE,TRUE,FALSE,FALSE
"71","Attempt 73 J192 x G37","J192","G37","Dolomedes minor","Dolomedes minor","minor x minor",2021-07-22,"3",FALSE,"Na","","Top mesh",FALSE,"T",TRUE,75,10356.745,0,0,1,2,4084.61,2042.305,3,1431.505,477.168333333334,TRUE,"left",1.04000000000087,NA,FALSE,NA,FALSE,FALSE,FALSE,14586.24,FALSE,NA,12553.029,12332.069,13874.827,FALSE,TRUE,FALSE,FALSE
"72","Attempt 74 J185 x H64","J185","H64","Dolomedes minor","Dolomedes minor","minor x minor",2021-07-22,"4",FALSE,"Na","","Top mesh",FALSE,"T",TRUE,76,NA,1,0,2,0,0,0,0,0,0,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,14580.48,FALSE,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE
"157","Set #13 Focals H62 x J132","H62","J132","Dolomedes minor","Dolomedes minor","minor x minor",2021-07-22,"1",FALSE,"Na","","Top mesh",FALSE,"T",TRUE,162,5541.398,2,0,2,2,3859.168,1929.584,8,2278.259,284.782375,TRUE,"both",5,0.260000000000218,FALSE,NA,FALSE,FALSE,FALSE,14599.2,FALSE,6904.501,6007.963,5580.763,6904.241,FALSE,TRUE,FALSE,FALSE
"141","Set #11 Focal H30 x Non-focal H52","H30","H52","Dolomedes minor","Dolomedes minor","minor x minor",2021-07-23,"1",FALSE,"Na","","Top mesh",FALSE,"T",FALSE,146,NA,0,0,0,0,0,0,0,0,0,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,14488.8,FALSE,NA,NA,NA,NA,TRUE,TRUE,FALSE,TRUE
"146","Set #11 Non-focal J137 x Focal H71","J137","H71","Dolomedes minor","Dolomedes minor","minor x minor",2021-07-23,"2",FALSE,"Na","","Top mesh",FALSE,"T",FALSE,151,NA,0,0,0,0,0,0,0,0,0,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,14514.24,FALSE,NA,NA,NA,NA,TRUE,TRUE,TRUE,FALSE
"148","Set #12 Focal J124 x Non-focal G36","J124","G36","Dolomedes minor","Dolomedes minor","minor x minor",2021-07-23,"3",FALSE,"Na","","Top mesh",FALSE,"T",TRUE,153,NA,1,0,1,0,0,0,0,0,0,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,14501.28,FALSE,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE
"151","Set #12 Non-focal J131 x Focal G42","J131","G42","Dolomedes minor","Dolomedes minor","minor x minor",2021-07-23,"4",FALSE,"Na","male lost leg prior to experiment","Top mesh",FALSE,"T",TRUE,156,7045.802,2,0,2,5,5268.661,1053.7322,0,0,0,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,14448.48,FALSE,2306.447,NA,NA,NA,FALSE,TRUE,TRUE,FALSE
"142","Set #11 Focal H30 x Non-focal H75","H30","H75","Dolomedes minor","Dolomedes minor","minor x minor",2021-07-26,"1",FALSE,"Na","","Top mesh",FALSE,"T",FALSE,147,NA,0,0,0,0,0,0,0,0,0,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,14579.52,FALSE,NA,NA,NA,NA,TRUE,TRUE,FALSE,TRUE
"145","Set #11 Non-focal J104 x Focal H71","J104","H71","Dolomedes minor","Dolomedes minor","minor x minor",2021-07-26,"2",FALSE,"Na","","Top mesh",FALSE,"T",TRUE,150,3152.735,0,0,1,1,291.608,291.608,0,0,0,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,14502.72,FALSE,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE
"147","Set #12 Focal J124 x Non-focal G32","J124","G32","Dolomedes minor","Dolomedes minor","minor x minor",2021-07-26,"3",FALSE,"Na","","Top mesh",FALSE,"T",TRUE,152,7908.947,1,0,6,6,6218.833,1036.47216666667,8,2293.134,286.64175,FALSE,NA,NA,NA,TRUE,"both",FALSE,FALSE,FALSE,14533.44,FALSE,13025.597,11695.612,8847.319,NA,FALSE,TRUE,FALSE,TRUE
"152","Set #13 Focal H62 x Non-focal G33","H62","G33","Dolomedes minor","Dolomedes minor","minor x minor",2021-07-27,"1",FALSE,"Na","","Top mesh",FALSE,"T",TRUE,158,10793.119,0,0,0,1,3672.465,3672.465,2,2364.958,1182.479,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,14507.52,FALSE,NA,11964.139,11437.972,NA,FALSE,TRUE,FALSE,TRUE
"161","Set #13 Non-focal J188 x Focal J132","J188","J132","Dolomedes minor","Dolomedes minor","minor x minor",2021-07-27,"2",FALSE,"Na","","Top mesh",FALSE,"T",FALSE,166,NA,0,0,0,0,0,0,0,0,0,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,14511.36,FALSE,NA,NA,NA,NA,TRUE,TRUE,TRUE,FALSE
"73","Attempt 75 H20 x J214","H20","J214","Dolomedes minor","Dolomedes minor","minor x minor",2021-07-28,"2",FALSE,"Na","","Top mesh",FALSE,"T",TRUE,77,NA,0,0,1,0,0,0,0,0,0,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,14378.88,TRUE,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE
"74","Attempt 76 J196 x H37","J196","H37","Dolomedes minor","Dolomedes minor","minor x minor",2021-07-28,"3",FALSE,"Na","","Top mesh",FALSE,"T",TRUE,78,195.485,0,0,1,2,2593.64,1296.82,3,563.282000000001,187.760666666667,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,14420.64,FALSE,NA,12997.11,11976.85,NA,FALSE,TRUE,FALSE,TRUE
"149","Set #12 Focal J124 x Non-focal G41","J124","G41","Dolomedes minor","Dolomedes minor","minor x minor",2021-07-28,"1",FALSE,"Na","","Top mesh",FALSE,"T",FALSE,154,NA,0,0,0,0,0,0,0,0,0,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,14362.56,TRUE,NA,NA,NA,NA,TRUE,TRUE,FALSE,TRUE
"172","Set #15 Focals J201 x G43","J201","G43","Dolomedes minor","Dolomedes minor","minor x minor",2021-07-28,"4",FALSE,"Na","","Top mesh",FALSE,"T",TRUE,177,1469.427,3,0,4,4,4775.878,1193.9695,7,1638.166,234.023714285714,TRUE,"both",0.149999999999636,0.1200000000008,TRUE,"left",FALSE,FALSE,FALSE,14432.64,FALSE,1494.927,8048.397,7784.382,9561.575,FALSE,TRUE,FALSE,FALSE
"75","Attempt 77 H44 x G38","H44","G38","Dolomedes minor","Dolomedes minor","minor x minor",2021-07-29,"2",FALSE,"Na","","Top mesh",FALSE,"T",TRUE,79,9732.007,0,0,0,1,4728.148,4728.148,6,925.430999999999,154.2385,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,14486.4,FALSE,NA,12957.382,11422.067,NA,FALSE,TRUE,TRUE,FALSE
"76","Attempt 78 J121 x J180","J121","J180","Dolomedes minor","Dolomedes minor","minor x minor",2021-07-29,"3",FALSE,"Na","","Top mesh",FALSE,"T",FALSE,80,NA,0,0,0,0,0,0,0,0,0,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,14468.64,FALSE,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE
"153","Set #13 Focal H62 x Non-focal G33 2","H62","G33","Dolomedes minor","Dolomedes minor","minor x minor",2021-07-29,"1",FALSE,"Na","accidental rerun of previous experiment","Top mesh",FALSE,"T",TRUE,157,3978.612,1,1,2,2,9150.143,4575.0715,3,4339.834,1446.61133333333,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,14528.64,FALSE,6195.637,9943.747,4774.785,NA,FALSE,TRUE,FALSE,TRUE
"165","Set #14 Focals G30 x J210","G30","J210","Dolomedes minor","Dolomedes minor","minor x minor",2021-07-29,"4",FALSE,"Na","","Top mesh",FALSE,"T",TRUE,170,882.286,1,0,3,5,9136.788,1827.3576,5,7951.624,1590.3248,TRUE,"left",0.149999999999636,NA,TRUE,"right",FALSE,FALSE,FALSE,14469.6,FALSE,9722.624,4238.254,4061.079,9722.424,FALSE,TRUE,FALSE,FALSE
"171","Set #15 Focal J201 x Non-focal J215","J201","J215","Dolomedes minor","Dolomedes minor","minor x minor",2021-08-01,"1",FALSE,"Na","","Top mesh",FALSE,"T",FALSE,176,NA,0,0,0,0,0,0,0,0,0,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,14509.44,FALSE,NA,NA,NA,NA,TRUE,TRUE,FALSE,TRUE
"174","Set #15 Non-focal J141 x Focal G43","J141","G43","Dolomedes minor","Dolomedes minor","minor x minor",2021-08-01,"2",FALSE,"Na","","Top mesh",FALSE,"T",TRUE,179,NA,0,0,1,0,0,0,0,0,0,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,14479.68,FALSE,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE
"154","Set #13 Focal H62 x Non-focal H38","H62","H38","Dolomedes minor","Dolomedes minor","minor x minor",2021-08-02,"1",FALSE,"Na","","Top mesh",FALSE,"T",FALSE,159,NA,0,0,0,0,0,0,0,0,0,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,14514.72,FALSE,NA,NA,NA,NA,TRUE,TRUE,FALSE,TRUE
"158","Set #13 Non-focal H54 x Focal J132","H54","J132","Dolomedes minor","Dolomedes minor","minor x minor",2021-08-02,"4",FALSE,"Na","Male attempted copulation with two broken palps. Leave as ""attempts"" for now","Top mesh",FALSE,"T",TRUE,163,336.694,1,1,12,13,12290.987,945.460538461539,36,3509.204,97.477888888889,FALSE,NA,NA,NA,TRUE,"both",FALSE,FALSE,FALSE,14474.88,FALSE,8664.702,2835.882,1827.564,NA,FALSE,TRUE,TRUE,FALSE
"164","Set #14 Focal G30 x Non-focal H73","G30","H73","Dolomedes minor","Dolomedes minor","minor x minor",2021-08-02,"2",FALSE,"Na","","Top mesh",FALSE,"T",TRUE,169,11093.196,0,0,1,2,3249.88,1624.94,1,859.268,859.268,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,14466.24,FALSE,NA,13583.406,13176.381,NA,FALSE,TRUE,FALSE,TRUE
"166","Set #14 Non-focal H47 x Focal J210","H47","J210","Dolomedes minor","Dolomedes minor","minor x minor",2021-08-02,"3",FALSE,"Na","Right palp listed as broken after this trial, but I think that's a mistake. Copulation attempte definitely looks like attempt only","Top mesh",FALSE,"T",TRUE,171,506.386,0,0,3,8,11937.006,1492.12575,8,10601.845,1325.230625,FALSE,NA,NA,NA,TRUE,"right",FALSE,FALSE,FALSE,14464.32,FALSE,NA,3248.321,3134.828,NA,FALSE,TRUE,TRUE,FALSE
"170","Set #15 Focal J201 x Non-focal G37","J201","G37","Dolomedes minor","Dolomedes minor","minor x minor",2021-08-03,"1",FALSE,"Na","","Top mesh",FALSE,"T",FALSE,175,NA,0,0,0,0,0,0,0,0,0,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,14488.32,FALSE,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE
"173","Set #15 Non-focal J126 x Focal G43","J126","G43","Dolomedes minor","Dolomedes minor","minor x minor",2021-08-03,"2",FALSE,"Na","","Top mesh",FALSE,"T",TRUE,178,9953.48,4,0,6,2,2127.118,1063.559,4,933.630000000001,233.4075,TRUE,"both",0.149999999999636,0.139999999999418,FALSE,NA,FALSE,FALSE,FALSE,14477.28,FALSE,10927.498,10036.77,9963.233,10927.358,FALSE,TRUE,TRUE,FALSE
"155","Set #13 Focal H62 x Non-focal H64","H62","H64","Dolomedes minor","Dolomedes minor","minor x minor",2021-08-04,"1",FALSE,"Na","","Top mesh",FALSE,"T",TRUE,160,155.832,1,0,1,7,11308.343,1615.47757142857,11,5354.96,486.814545454546,TRUE,"left",0.399999999999636,NA,TRUE,"left",FALSE,TRUE,TRUE,14458.08,FALSE,6663.291,3331.024,1878.424,12126.347,FALSE,TRUE,FALSE,TRUE
"160","Set #13 Non-focal J179 x Focal J132","J179","J132","Dolomedes minor","Dolomedes minor","minor x minor",2021-08-04,"2",FALSE,"Na","","Top mesh",FALSE,"T",TRUE,165,3799.937,2,0,2,1,13.5100000000002,13.5100000000002,0,0,0,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,14643.84,FALSE,3809.035,NA,NA,NA,FALSE,TRUE,TRUE,FALSE
"163","Set #14 Focal G30 x Non-focal H52","G30","H52","Dolomedes minor","Dolomedes minor","minor x minor",2021-08-04,"3",FALSE,"Na","","Top mesh",FALSE,"T",TRUE,168,5793.838,0,0,0,2,5029.162,2514.581,1,2889.708,2889.708,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,14631.84,FALSE,NA,11688.243,10285.356,NA,FALSE,TRUE,FALSE,TRUE
"167","Set #14 Non-focal J113 x Focal J210","J113","J210","Dolomedes minor","Dolomedes minor","minor x minor",2021-08-04,"4",FALSE,"Na","Attempt left despite broken palp","Top mesh",FALSE,"T",TRUE,172,1195.293,4,0,5,10,6667.936,666.7936,13,5006.338,385.102923076923,FALSE,NA,NA,NA,TRUE,"both",FALSE,FALSE,FALSE,14657.76,FALSE,1228.113,4655.836,4083.458,NA,FALSE,TRUE,TRUE,FALSE
"169","Set #15 Focal J201 x Non-focal G32","J201","G32","Dolomedes minor","Dolomedes minor","minor x minor",2021-08-07,"1",FALSE,"Na","","Top mesh",FALSE,"T",TRUE,174,7049.843,1,0,2,4,3137.97,784.4925,0,0,0,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,14582.4,FALSE,10843.495,NA,7088.693,NA,FALSE,TRUE,FALSE,TRUE
"175","Set #15 Non-focal J199 x Focal G43","J199","G43","Dolomedes minor","Dolomedes minor","minor x minor",2021-08-07,"2",FALSE,"Na","Attempted both palps, despite breakage","Top mesh",FALSE,"T",TRUE,180,2136.223,5,0,5,13,8334.275,641.098076923077,18,6378.013,354.334055555555,FALSE,NA,NA,NA,TRUE,"both",FALSE,FALSE,FALSE,14551.2,FALSE,2694.446,2276.261,2237.573,NA,FALSE,TRUE,TRUE,FALSE
"156","Set #13 Focal H62 x Non-focal H75","H62","H75","Dolomedes minor","Dolomedes minor","minor x minor",2021-08-08,"1",FALSE,"Na","","Top mesh",FALSE,"T",FALSE,161,NA,0,0,0,0,0,0,0,0,0,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,14488.32,FALSE,NA,NA,NA,NA,TRUE,TRUE,FALSE,TRUE
"159","Set #13 Non-focal J116 x Focal J132","J116","J132","Dolomedes minor","Dolomedes minor","minor x minor",2021-08-08,"2",FALSE,"Na","","Top mesh",FALSE,"T",TRUE,164,14058.911,0,0,0,1,351.908000000001,351.908000000001,0,0,0,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,14442.24,FALSE,NA,NA,14242.474,NA,FALSE,TRUE,TRUE,FALSE
"162","Set #14 Focal G30 x Non-focal G36","G30","G36","Dolomedes minor","Dolomedes minor","minor x minor",2021-08-08,"3",FALSE,"Na","Attempted copulations, but palps not checked afterwards","Top mesh",FALSE,"T",TRUE,167,1909.634,0,0,0,4,12371.543,3092.88575,12,10747.846,895.653833333333,FALSE,NA,NA,NA,TRUE,"right",FALSE,FALSE,FALSE,14448,FALSE,NA,2627.567,2107.452,NA,FALSE,TRUE,FALSE,TRUE
"168","Set #14 Non-focal J177 x Focal J210","J177","J210","Dolomedes minor","Dolomedes minor","minor x minor",2021-08-08,"4",FALSE,"Na","Requires right palp check","Top mesh",FALSE,"T",TRUE,173,804.723,0,0,0,10,6709.25,670.925,16,4281.049,267.5655625,FALSE,NA,NA,NA,TRUE,"both",TRUE,FALSE,TRUE,13983.84,TRUE,NA,6007.368,1173.923,NA,FALSE,TRUE,TRUE,FALSE
